AccX_var,AccY_var,AccZ_var,GyrX_var,GyrY_var,GyrZ_var,AccX_ave,AccY_ave,AccZ_ave,GyrX_ave,GyrY_ave,GyrZ_ave,AccX_max,AccY_max,AccZ_max,GyrX_max,GyrY_max,GyrZ_max,Teknik
14.076885057471264,9.914436781609194,37.83751724137931,2.1522298850574715,1.9568850574712644,1.5919655172413791,7.036666666666668,3.5933333333333324,1.82,0.1133333333333333,-0.0033333333333333,0.11,13.7,9.1,8.8,3.5,3.4,4.4,Benar
34.42925925925926,25.72641025641025,45.994814814814816,3.253190883190883,2.14025641025641,1.2571794871794872,4.518518518518518,4.444444444444445,0.4407407407407407,0.2629629629629629,0.2444444444444444,-0.1222222222222222,19.6,10.8,11.1,3.2,4.4,2.2,Benar
42.88243333333334,10.191933333333331,37.79833333333333,3.954166666666667,2.779933333333333,2.93,5.808000000000001,3.0120000000000005,-0.6400000000000001,0.16,0.0079999999999999,0.16,14.0,9.7,6.6,4.2,4.1,4.4,Benar
34.4543253968254,12.426706349206349,37.8575,1.7408994708994712,2.3267063492063493,1.6707275132275132,5.989285714285714,3.917857142857143,-1.175,0.1357142857142857,-0.1321428571428571,0.1464285714285714,12.9,9.8,6.9,2.6,4.4,3.4,Benar
23.2221724137931,7.027689655172414,42.23150574712644,3.041609195402299,0.7347586206896551,1.873747126436781,4.23,6.069999999999999,-0.0433333333333332,0.1666666666666665,0.02,-0.1066666666666666,12.8,10.5,10.1,2.4,2.0,4.4,Benar
41.48739784946237,8.00258064516129,41.29161290322581,2.142516129032258,4.003311827956989,1.3273978494623655,5.516129032258066,3.148387096774193,-0.9193548387096776,0.2580645161290322,-0.125806451612903,0.2161290322580645,15.1,9.0,13.0,3.3,4.4,3.6,Benar
42.76605911330049,7.7245566502463054,45.95027093596059,0.0,0.0,0.0,5.403448275862069,3.579310344827586,-0.2206896551724137,0.0,0.0,0.0,15.1,8.6,7.6,3.9,3.0,4.2,Benar
34.85458461538462,24.297661538461536,52.15275384615385,2.7516461538461536,3.640738461538462,1.5777846153846151,5.953846153846153,3.161538461538461,-0.1346153846153846,0.2269230769230769,-0.0923076923076923,0.1461538461538462,13.4,9.7,9.4,3.3,4.4,4.4,Benar
35.511505747126435,6.069885057471264,46.18257471264368,1.939551724137931,1.9336091954022991,1.7387241379310348,5.856666666666668,3.5666666666666678,-0.4133333333333333,0.09,-0.2133333333333333,0.17,15.7,7.9,11.0,2.8,2.2,4.4,Benar
29.709655172413797,7.299091954022988,37.2942643678161,1.5271379310344826,1.7872298850574713,1.4377126436781609,5.999999999999998,3.8766666666666674,-0.1566666666666666,0.09,-0.1033333333333332,0.1433333333333333,15.4,8.5,6.7,2.6,3.4,2.9,Benar
32.73904761904762,6.496984126984127,44.28619047619048,2.642261904761905,3.0025925925925927,2.179510582010582,5.714285714285714,3.5071428571428567,-0.3785714285714287,0.2178571428571428,-0.0499999999999998,0.2607142857142857,13.1,7.3,10.6,3.3,3.0,4.4,Benar
32.10142857142857,9.842586206896552,41.94219211822661,1.915517241379311,2.2018472906403943,1.8195812807881773,5.7,4.051724137931035,0.2172413793103445,0.286206896551724,0.1448275862068965,0.0620689655172414,13.0,13.4,7.0,3.6,3.7,4.4,Benar
40.66742647058823,28.47375,67.67625000000001,3.5269117647058827,3.66264705882353,2.665073529411765,1.864705882352942,3.1999999999999997,-1.8000000000000005,0.5764705882352942,-0.2529411764705881,-0.2411764705882352,14.0,10.4,8.8,3.3,4.4,4.4,Benar
24.138954022988504,7.1096551724137935,41.13633333333333,2.4101724137931035,1.1034022988505747,1.374816091954023,3.6966666666666654,5.900000000000001,-1.0433333333333334,0.0500000000000001,-0.0933333333333333,-0.1366666666666667,11.2,9.4,10.9,2.8,2.6,2.9,Benar
54.58793333333334,9.721733333333331,60.05916666666667,3.3769333333333336,3.932266666666667,2.2367666666666666,5.072,4.0440000000000005,-1.06,0.112,-0.0679999999999999,0.2479999999999999,17.5,10.0,10.2,3.6,3.1,4.2,Benar
28.10028520499109,7.703217468805704,38.64741532976827,1.5400089126559715,1.4822905525846704,1.2981907308377896,4.917647058823531,4.926470588235294,0.0529411764705876,0.2382352941176471,0.0794117647058823,0.0382352941176471,10.9,11.8,7.2,3.6,4.4,4.2,Benar
43.26717391304347,7.879547101449274,42.37797101449276,2.1953623188405795,2.2379710144927536,1.8567934782608695,3.125,5.504166666666667,-1.3833333333333335,0.1666666666666666,-0.1666666666666666,-0.0124999999999999,12.2,10.6,8.3,2.8,3.7,3.7,Benar
