AccX_var,AccY_var,AccZ_var,GyrX_var,GyrY_var,GyrZ_var,AccX_ave,AccY_ave,AccZ_ave,GyrX_ave,GyrY_ave,GyrZ_ave,AccX_max,AccY_max,AccZ_max,GyrX_max,GyrY_max,GyrZ_max,Teknik,AccX_cov,AccY_cov,AccZ_cov,GyrX_cov,GyrY_cov,GyrZ_cov,AccX_min,AccY_min,AccZ_min,GyrX_min,GyrY_min,GyrZ_min
14.076885057471264,9.914436781609194,37.83751724137931,2.1522298850574715,1.9568850574712644,1.5919655172413791,7.036666666666668,3.5933333333333324,1.82,0.1133333333333333,-0.0033333333333333,0.11,13.7,9.1,8.8,3.5,3.4,4.4,Benar,2.0005047452588243,2.7591196980359545,20.7898446381205,18.990263691683577,-587.0655172413851,14.472413793103447,3.28474914925357,0.4446134693871615,-4.331220792767831,-1.353714683964489,-1.402220411503428,-1.1517311588612602
34.42925925925926,25.72641025641025,45.994814814814816,3.253190883190883,2.14025641025641,1.2571794871794872,4.518518518518518,4.444444444444445,0.4407407407407407,0.2629629629629629,0.2444444444444444,-0.1222222222222222,19.6,10.8,11.1,3.2,4.4,2.2,Benar,7.6195901639344275,5.788442307692306,104.35798319327732,12.371289274106179,8.755594405594406,-10.286013986013987,-1.3491266019075,-0.6276764390135048,-6.34120697468842,-1.5406974494181713,-1.2185170759847193,-1.2434623781118903
42.88243333333334,10.191933333333331,37.79833333333333,3.954166666666667,2.779933333333333,2.93,5.808000000000001,3.0120000000000005,-0.6400000000000001,0.16,0.0079999999999999,0.16,14.0,9.7,6.6,4.2,4.1,4.4,Benar,7.383339072543618,3.383776007082779,-59.05989583333332,24.713541666666668,347.491666666671,18.3125,-0.7404680142254136,-0.1804807490936149,-6.788034916404861,-1.8285086539079147,-1.6593132079286523,-1.5517242768623691
34.4543253968254,12.426706349206349,37.8575,1.7408994708994712,2.3267063492063493,1.6707275132275132,5.989285714285714,3.917857142857143,-1.175,0.1357142857142857,-0.1321428571428571,0.1464285714285714,12.9,9.8,6.9,2.6,4.4,3.4,Benar,5.7526601735904075,3.1718120125595055,-32.219148936170214,12.827680311890841,-17.607507507507517,11.409846431797654,0.11950502018602727,0.39270376332791335,-7.327844870464394,-1.1837172096273525,-1.6574973566630011,-1.1461376795727123
23.2221724137931,7.027689655172414,42.23150574712644,3.041609195402299,0.7347586206896551,1.873747126436781,4.23,6.069999999999999,-0.0433333333333332,0.1666666666666665,0.02,-0.1066666666666666,12.8,10.5,10.1,2.4,2.0,4.4,Benar,5.489875275128392,1.1577742430267568,-974.5732095490746,18.249655172413814,36.737931034482756,-17.566379310344832,-0.5889389302825885,3.419021000616486,-6.541910542778985,-1.577354318127467,-0.8371806231417361,-1.475515499239782
41.48739784946237,8.00258064516129,41.29161290322581,2.142516129032258,4.003311827956989,1.3273978494623655,5.516129032258066,3.148387096774193,-0.9193548387096776,0.2580645161290322,-0.125806451612903,0.2161290322580645,15.1,9.0,13.0,3.3,4.4,3.6,Benar,7.521107212475632,2.5418032786885245,-44.91368421052631,8.30225,-31.82119658119664,6.141691542288557,-0.9249421402614839,0.31950381088887925,-7.3452098715614005,-1.2056691102635084,-2.1266342372948666,-0.9359984995119066
42.76605911330049,7.7245566502463054,45.95027093596059,0.0,0.0,0.0,5.403448275862069,3.579310344827586,-0.2206896551724137,0.0,0.0,0.0,15.1,8.6,7.6,3.9,3.0,4.2,Benar,7.914586562129638,2.1581131296449216,-208.2121651785715,,,,-1.1361280952265425,0.8000016807446806,-6.999352571704005,0.0,0.0,0.0
34.85458461538462,24.297661538461536,52.15275384615385,2.7516461538461536,3.640738461538462,1.5777846153846151,5.953846153846153,3.161538461538461,-0.1346153846153846,0.2269230769230769,-0.0923076923076923,0.1461538461538462,13.4,9.7,9.4,3.3,4.4,4.4,Benar,5.854129198966409,7.685391727493918,-387.4204571428572,12.125898305084746,-39.44133333333334,10.795368421052627,0.05006900566511607,-1.7677273599061012,-7.356301742119001,-1.4318855780598159,-2.0003796148353685,-1.1099451210396687
35.511505747126435,6.069885057471264,46.18257471264368,1.939551724137931,1.9336091954022991,1.7387241379310348,5.856666666666668,3.566666666666668,-0.4133333333333333,0.09,-0.2133333333333333,0.17,15.7,7.9,11.0,2.8,2.2,4.4,Benar,6.06343296763684,1.7018369320012883,-111.73203559510569,21.550574712643677,-9.06379310344828,10.227789046653145,-0.10248643986838957,1.1029529946927386,-7.209109573958364,-1.3026778967650527,-1.6038761034063358,-1.148606892872563
29.7096551724138,7.299091954022988,37.2942643678161,1.5271379310344826,1.7872298850574713,1.4377126436781609,5.999999999999998,3.8766666666666674,-0.1566666666666666,0.09,-0.1033333333333332,0.1433333333333333,15.4,8.5,6.7,2.6,3.4,2.9,Benar,4.951609195402302,1.8828268153111747,-238.0484959647837,16.968199233716472,-17.295773081201357,10.030553327987171,0.5493436016921942,1.1749834961185388,-6.263569676197446,-1.1457742233249901,-1.4402065079678874,-1.055713222759532
