AccX_var,AccY_var,AccZ_var,GyrX_var,GyrY_var,GyrZ_var,AccX_ave,AccY_ave,AccZ_ave,GyrX_ave,GyrY_ave,GyrZ_ave,AccX_max,AccY_max,AccZ_max,GyrX_max,GyrY_max,GyrZ_max,Teknik
8.03133846153846,13.288184615384615,36.29964615384616,3.412615384615385,0.6337846153846154,1.3671384615384616,6.357692307692308,2.546153846153845,3.3730769230769244,0.1692307692307691,0.0538461538461538,-0.0076923076923076,10.8,12.4,13.3,4.0,2.8,4.4,Salah
31.096736842105265,25.32344736842105,35.37607894736842,2.046736842105263,3.070105263157895,6.152,5.910000000000001,2.935,1.965,-0.06,-0.2799999999999999,0.16,14.3,15.2,14.5,3.5,2.2,4.4,Salah
30.021839826839827,11.354199134199131,45.55015151515151,3.6603679653679655,0.6434632034632035,3.511601731601731,5.822727272727274,3.4909090909090907,0.0590909090909092,-0.0318181818181817,-0.0818181818181818,-0.0727272727272726,14.8,9.9,7.9,3.1,1.3,4.1,Salah
6.953333333333333,9.373080673758864,14.20290780141844,1.616875,0.5237588652482269,1.2930452127659575,7.183333333333331,-0.0395833333333334,4.208333333333334,-0.0812499999999999,-0.0083333333333333,0.0187499999999999,13.3,11.1,10.1,4.3,2.4,4.2,Salah
45.93292105263159,54.86378947368421,15.912921052631578,1.8918684210526315,0.9906315789473684,6.638184210526316,5.565,1.0799999999999996,2.135,0.185,0.3299999999999999,-0.615,15.0,16.4,10.3,3.5,3.4,4.4,Salah
17.055960591133005,22.761133004926105,32.8145566502463,4.877807881773399,0.6483743842364532,2.611674876847291,5.189655172413791,4.055172413793104,1.120689655172414,0.193103448275862,0.0862068965517241,0.0103448275862069,12.1,12.2,9.1,4.4,2.6,4.4,Salah
8.367138461538463,15.516938461538464,23.753615384615387,2.518415384615385,1.725246153846154,1.535446153846154,6.292307692307692,2.5423076923076926,4.119230769230769,-0.0192307692307691,-0.1730769230769231,0.023076923076923,9.4,16.1,13.3,4.4,3.5,4.4,Salah
7.22608695652174,20.775,30.592155797101448,2.6121739130434785,0.3385326086956521,1.6242753623188408,6.55,1.475,4.454166666666668,0.0999999999999999,0.1125,-0.1083333333333333,11.0,10.2,15.6,3.4,1.0,4.4,Salah
15.758549783549782,13.79551948051948,13.921125541125544,0.501904761904762,1.278030303030303,5.158701298701299,7.204545454545454,1.6863636363636365,2.972727272727273,-0.0999999999999999,0.0772727272727273,-0.1181818181818182,12.3,10.3,12.5,1.9,2.6,4.3,Salah
30.046285714285712,11.268333333333334,47.750476190476185,3.380619047619048,1.528142857142857,4.320904761904762,5.014285714285713,2.1333333333333337,2.7952380952380955,0.0476190476190476,-0.0714285714285713,0.0238095238095238,12.6,8.0,15.6,3.8,2.4,4.4,Salah
20.815236842105264,18.51292105263158,33.72147368421053,3.1958947368421056,0.4968421052631578,3.104710526315789,6.295,2.165,1.14,0.0299999999999999,-0.0999999999999999,0.005,12.2,9.6,8.7,2.6,0.8,4.4,Salah
27.75390476190476,10.08247619047619,44.17847619047619,3.8605714285714288,1.3373333333333337,3.613571428571429,5.29047619047619,3.404761904761904,0.4952380952380953,0.0428571428571428,-0.0666666666666667,-0.0428571428571428,11.9,10.2,7.5,3.1,2.0,4.4,Salah
26.152554112554117,9.64452380952381,36.34060606060606,3.79474025974026,1.2676190476190476,3.192034632034632,5.727272727272728,3.45,1.3818181818181818,0.0045454545454545,0.1,-0.118181818181818,13.3,11.6,10.9,3.4,1.9,4.3,Salah
24.26209486166008,10.506245059288538,35.794308300395265,3.6345454545454543,0.5931620553359683,2.5576679841897234,5.586956521739132,3.3521739130434787,0.7391304347826086,7.723290606088044e-17,-0.0956521739130434,-0.1304347826086957,12.5,9.7,7.7,2.9,1.4,3.3,Salah
20.39934782608696,12.363478260869565,41.78579710144928,2.723894927536232,0.8599275362318841,1.7226086956521738,6.9750000000000005,2.25,1.8833333333333333,0.3291666666666666,0.0583333333333333,-0.0999999999999999,11.8,13.0,11.4,3.1,2.6,4.4,Salah
33.90133333333333,21.208285714285715,25.26847619047619,3.197619047619048,1.476904761904762,3.5413333333333337,6.0666666666666655,2.2857142857142856,1.4380952380952383,0.0476190476190475,-0.0904761904761905,-0.0333333333333334,13.7,10.3,9.5,3.1,2.1,4.4,Salah
51.72,28.020619047619046,37.87561904761905,2.1604761904761904,2.0491428571428574,6.507619047619048,5.599999999999999,1.4809523809523808,0.3523809523809523,0.138095238095238,-0.1714285714285714,-0.1809523809523809,14.5,14.1,12.1,3.2,2.2,4.4,Salah
