AccX_var,AccY_var,AccZ_var,GyrX_var,GyrY_var,GyrZ_var,AccX_ave,AccY_ave,AccZ_ave,GyrX_ave,GyrY_ave,GyrZ_ave,AccX_max,AccY_max,AccZ_max,GyrX_max,GyrY_max,GyrZ_max,Teknik,AccX_cov,AccY_cov,AccZ_cov,GyrX_cov,GyrY_cov,GyrZ_cov,AccX_min,AccY_min,AccZ_min,GyrX_min,GyrY_min,GyrZ_min
37.810394736842106,16.865368421052633,11.21607894736842,0.9750263157894736,1.238394736842105,5.864105263157895,6.475,1.2700000000000002,3.464999999999999,0.085,0.305,0.31,19.0,9.4,8.1,2.5,2.4,4.4,Salah,5.839443202601098,13.279817654372149,3.236963621174148,11.470897832817336,4.060310612597066,18.91646859083192,0.32598424649585844,-2.8367466955063874,0.1159585031880499,-0.9024342083346484,-0.8078318547031735,-2.111591473217127
38.84252631578948,10.43986842105263,40.19515789473684,3.022105263157896,1.813263157894737,5.758526315789474,5.36,2.5249999999999995,1.3400000000000003,-0.1,-0.12,0.0200000000000001,17.0,9.6,9.1,2.8,2.8,4.4,Salah,7.246739984289081,4.13460135487233,29.996386488609573,-30.22105263157896,-15.110526315789475,287.92631578947226,-0.872377260387041,-0.7060785228856066,-4.999965133558451,-1.8384203355799473,-1.4665746016818888,-2.3796929628161756
30.10604575163399,23.57411764705882,7.637418300653595,1.715588235294118,0.9291830065359478,6.852810457516341,5.238888888888891,2.4666666666666663,4.772222222222222,0.25,0.0722222222222222,-0.3888888888888889,13.0,10.2,9.8,4.4,2.1,4.4,Salah,5.746647121202669,9.557074721780603,1.6003903307539546,6.862352941176472,12.86561085972851,-17.62151260504202,-0.24800875473760442,-2.3886518241286407,2.0086342824863443,-1.0598046553948868,-0.8917191694276788,-3.006676209798733
10.724333333333334,7.651333333333333,10.653476190476193,2.333285714285714,0.5194761904761904,3.765571428571428,8.133333333333333,0.3666666666666666,3.4380952380952388,-0.0857142857142857,-0.1952380952380952,-0.0428571428571428,13.6,5.6,8.9,3.4,0.9,3.6,Salah,1.318565573770492,20.86727272727273,3.098656509695291,-27.22166666666667,-2.660731707317073,-87.86333333333343,4.858530540288639,-2.399437693861571,0.17412891007097553,-1.6132239302945464,-0.9159850622634101,-1.9833651764842721
48.02134210526316,21.47368421052632,47.402394736842105,4.015157894736842,2.714184210526316,5.001552631578948,5.515,1.3,1.035,-0.04,-0.105,-0.255,16.0,11.0,9.9,4.4,2.1,4.4,Salah,8.707405640120246,16.518218623481783,45.79941520467837,-100.37894736842105,-25.849373433583963,-19.613931888544894,-1.4147432928834505,-3.3339706743273982,-5.849939704662787,-2.0437858904426,-1.7524781365852222,-2.4914151295273754
36.42897233201581,22.745415019762845,19.033833992094863,1.769486166007905,1.4575494071146244,7.213596837944665,6.747826086956521,1.6782608695652173,1.926086956521739,0.2304347826086955,0.2130434782608695,0.0782608695652173,18.6,11.2,8.1,3.1,2.4,4.4,Salah,5.398623477038426,13.552967498822422,9.882126000410427,7.678902229845631,6.841558441558443,92.1737373737375,0.7121842543080819,-3.0909544767745603,-2.436691285848009,-1.0997855622995851,-0.9942466306668167,-2.6075531295688745
13.7181,28.6775,7.135833333333333,1.2246,1.5786000000000002,6.362733333333334,7.531999999999999,0.2599999999999999,2.6000000000000005,-0.072,0.212,-0.0239999999999999,12.6,11.7,7.4,2.1,3.0,4.4,Salah,1.8213090812533193,110.29807692307696,2.7445512820512814,-17.008333333333333,7.4462264150943405,-265.11388888889,3.828204649282036,-5.095137719984426,-0.07129806149245166,-1.1786164647247934,-1.0444234954823155,-2.5464459029547757
20.58642105263158,33.060421052631575,45.64892105263158,3.6792368421052632,1.4908157894736842,2.348921052631579,6.069999999999999,2.46,2.8550000000000004,0.1849999999999999,-0.165,0.005,12.0,11.0,14.1,4.2,2.3,4.1,Salah,3.391502644585104,13.439195549850234,15.989114204074106,19.887766714082517,-9.03524720893142,469.78421052631575,1.5327738592140259,-3.2898192191260742,-3.9013985267767897,-1.7331336872348768,-1.3859896762355053,-1.527619017444185
17.30051724137931,19.01315270935961,13.420049261083744,2.3706403940886704,0.8263546798029556,1.7242364532019705,6.813793103448275,0.4620689655172414,5.317241379310345,0.0724137931034482,-0.0275862068965517,-0.2068965517241379,19.6,7.8,13.8,4.4,2.5,2.2,Salah,2.5390435222672068,41.147867803837954,2.5238743746525847,32.73741496598644,-29.955357142857167,-8.333809523809526,2.6544040567998,-3.8983384362469113,1.653902838978078,-1.467274615013165,-0.9366267339375388,-1.5199983959091083
17.1637908496732,41.15176470588235,23.78565359477124,1.0697058823529413,2.794673202614379,8.260000000000002,6.944444444444445,-1.6,2.227777777777778,-0.0166666666666666,-0.0055555555555555,0.3333333333333333,13.5,10.9,18.4,1.6,2.3,4.4,Salah,2.471585882352941,-25.719852941176466,10.676851987677862,-64.18235294117673,-503.04117647059326,24.780000000000005,2.8015238744029185,-8.014964123507033,-2.64927600445297,-1.050932533043848,-1.6772831657284506,-2.5406882393066494
